id,gene,chrom,chromStart,chromEnd,strand,gene_length
ENSG00000126709.13,IFI6,chr1,27666061,27672218,-,6158
ENSG00000143125.5,PROK1,chr1,110451200,110457354,+,6155
ENSG00000170498.8,KISS1,chr1,204190341,204196486,-,6146
ENSG00000143222.10,UFC1,chr1,161152776,161158856,+,6081
ENSG00000142700.10,DMRTA2,chr1,50417550,50423500,-,5951
ENSG00000265241.5,RBM8A,chr1,145921556,145927495,-,5940
ENSG00000164011.16,ZNF691,chr1,42846573,42852477,+,5905
ENSG00000127129.8,EDN2,chr1,41478775,41484673,-,5899
ENSG00000159479.15,MED8,chr1,43383917,43389808,-,5892
ENSG00000213171.2,LINGO4,chr1,151800264,151806154,-,5891
ENSG00000162456.8,KNCN,chr1,46545644,46551527,-,5884
ENSG00000243364.6,EFNA4,chr1,155063731,155069553,+,5823
ENSG00000143554.12,SLC27A3,chr1,153774354,153780157,+,5804
ENSG00000143333.6,RGS16,chr1,182598623,182604408,-,5786
ENSG00000171786.5,NHLH1,chr1,160367067,160372848,+,5782
ENSG00000173846.11,PLK3,chr1,44800225,44805990,+,5766
ENSG00000188800.5,TMCO2,chr1,40245947,40251691,+,5745
ENSG00000143369.13,ECM1,chr1,150508062,150513789,+,5728
ENSG00000142748.11,FCN3,chr1,27369112,27374824,-,5713
ENSG00000143032.7,BARHL2,chr1,90711539,90717237,-,5699
ENSG00000162595.4,DIRAS3,chr1,68045962,68051631,-,5670
ENSG00000136630.12,HLX,chr1,220879400,220885059,+,5660
ENSG00000215853.3,RPTN,chr1,152153595,152159228,-,5634
ENSG00000143184.4,XCL1,chr1,168576473,168582077,+,5605
ENSG00000142686.7,C1orf216,chr1,35713875,35719472,-,5598
ENSG00000173641.16,HSPB7,chr1,16014028,16019594,-,5567
ENSG00000181754.6,AMIGO1,chr1,109504175,109509738,-,5564
ENSG00000162460.6,TMEM82,chr1,15742422,15747982,+,5561
ENSG00000155367.14,PPM1J,chr1,112709994,112715477,-,5484
ENSG00000158869.9,FCER1G,chr1,161215234,161220699,+,5466
ENSG00000132881.10,RSG1,chr1,16231700,16237162,-,5463
ENSG00000116649.8,SRM,chr1,11054584,11060024,-,5441
ENSG00000159348.11,CYB5R1,chr1,202961869,202967280,-,5412
ENSG00000242485.4,MRPL20,chr1,1401908,1407313,-,5406
ENSG00000187545.5,PRAMEF10,chr1,12892896,12898270,-,5375
ENSG00000162757.4,C1orf74,chr1,209779208,209784559,-,5352
ENSG00000205090.7,TMEM240,chr1,1535174,1540453,-,5280
ENSG00000168264.9,IRF2BP2,chr1,234604269,234609525,-,5257
ENSG00000196449.3,YRDC,chr1,37802944,37808185,-,5242
ENSG00000158887.14,MPZ,chr1,161304735,161309972,-,5238
ENSG00000116721.9,PRAMEF1,chr1,12791397,12796628,+,5232
ENSG00000117308.13,GALE,chr1,23795599,23800804,-,5206
ENSG00000143384.11,MCL1,chr1,150574551,150579738,-,5188
ENSG00000188910.7,GJB3,chr1,34781189,34786369,+,5181
ENSG00000159214.11,CCDC24,chr1,43991359,43996528,+,5170
ENSG00000179023.8,KLHDC7A,chr1,18480982,18486126,+,5145
ENSG00000272031.2,ANKRD34A,chr1,145959442,145964582,-,5141
ENSG00000187961.12,KLHL17,chr1,960587,965715,+,5129
ENSG00000158109.13,TPRG1L,chr1,3625002,3630127,+,5126
ENSG00000173171.13,MTX1,chr1,155208699,155213824,+,5126
ENSG00000162702.7,ZNF281,chr1,200404940,200410056,-,5117
ENSG00000116903.7,EXOC8,chr1,231332753,231337852,-,5100
ENSG00000116863.10,ADPRHL2,chr1,36088875,36093932,+,5058
ENSG00000215788.8,TNFRSF25,chr1,6461151,6466195,-,5045
ENSG00000143368.9,SF3B4,chr1,149923317,149928344,-,5028
ENSG00000143536.7,CRNN,chr1,152409243,152414263,-,5021
ENSG00000160050.13,CCDC28B,chr1,32200386,32205387,+,5002
ENSG00000162461.7,SLC25A34,chr1,15736405,15741396,+,4992
ENSG00000081692.11,JMJD4,chr1,227730425,227735411,-,4987
ENSG00000188257.9,PLA2G2A,chr1,19975431,19980416,-,4986
ENSG00000157870.13,FAM213B,chr1,2586491,2591469,+,4979
ENSG00000158473.6,CD1D,chr1,158179947,158184896,+,4950
ENSG00000182898.3,TCHHL1,chr1,152084144,152089064,-,4921
ENSG00000136634.5,IL10,chr1,206767602,206772494,-,4893
ENSG00000143768.10,LEFTY2,chr1,225936598,225941489,-,4892
ENSG00000174307.6,PHLDA3,chr1,201464383,201469237,-,4855
ENSG00000120952.4,PRAMEF2,chr1,12857086,12861909,+,4824
ENSG00000158882.11,TOMM40L,chr1,161225939,161230744,+,4806
ENSG00000160781.14,PAQR6,chr1,156243321,156248117,-,4797
ENSG00000125459.13,MSTO1,chr1,155610205,155614967,+,4763
ENSG00000143545.7,RAB13,chr1,153981617,153986358,-,4742
ENSG00000143110.10,C1orf162,chr1,111473792,111478512,+,4721
ENSG00000203724.9,C1orf53,chr1,197902647,197907367,+,4721
ENSG00000143793.11,C1orf35,chr1,228100726,228105411,-,4686
ENSG00000066322.11,ELOVL1,chr1,43363397,43368074,-,4678
ENSG00000186564.5,FOXD2,chr1,47436017,47440691,+,4675
ENSG00000142676.11,RPL11,chr1,23691779,23696425,+,4647
ENSG00000170989.8,S1PR1,chr1,101236888,101241518,+,4631
ENSG00000196420.6,S100A5,chr1,153537147,153541765,-,4619
ENSG00000173207.11,CKS1B,chr1,154974653,154979249,+,4597
ENSG00000183888.4,C1orf64,chr1,16004236,16008807,+,4572
ENSG00000011009.9,LYPLA2,chr1,23790970,23795539,+,4570
ENSG00000253304.1,TMEM200B,chr1,29119428,29123935,-,4508
ENSG00000134200.3,TSHB,chr1,115029824,115034309,+,4486
ENSG00000159189.10,C1QC,chr1,22643630,22648110,+,4481
ENSG00000143811.15,PYCR2,chr1,225919877,225924340,-,4464
ENSG00000168509.16,HFE2,chr1,146017468,146021918,-,4451
ENSG00000188295.13,ZNF669,chr1,247099962,247104372,-,4411
ENSG00000189266.10,PNRC2,chr1,23959109,23963462,+,4354
ENSG00000143315.6,PIGM,chr1,160027673,160031991,-,4319
ENSG00000176256.9,HMGB4,chr1,33860475,33864791,+,4317
ENSG00000132773.10,TOE1,chr1,45339670,45343975,+,4306
ENSG00000090104.10,RGS1,chr1,192575727,192580031,+,4305
ENSG00000143314.11,MRPL24,chr1,156737303,156741590,-,4288
ENSG00000184163.3,FAM132A,chr1,1242446,1246722,-,4277
ENSG00000257315.1,ZBED6,chr1,203796309,203800558,+,4250
ENSG00000117399.12,CDC20,chr1,43358955,43363203,+,4249
ENSG00000143443.9,C1orf56,chr1,151047740,151051986,+,4247
ENSG00000143595.11,AQP10,chr1,154321090,154325325,+,4236
ENSG00000174950.9,CD164L2,chr1,27379176,27383380,-,4205
ENSG00000092850.10,TEKT2,chr1,36084075,36088275,+,4201
ENSG00000162783.10,IER5,chr1,181088712,181092899,+,4188
ENSG00000117362.11,APH1A,chr1,150265399,150269580,-,4182
ENSG00000265972.4,TXNIP,chr1,145992435,145996600,-,4166
ENSG00000158477.6,CD1A,chr1,158254137,158258269,+,4133
ENSG00000142959.4,BEST4,chr1,44783585,44787705,-,4121
ENSG00000160678.10,S100A1,chr1,153627926,153632039,+,4114
ENSG00000159388.5,BTG2,chr1,203305491,203309602,+,4112
ENSG00000163463.10,KRTCAP2,chr1,155169408,155173475,-,4068
ENSG00000230937.8,MIR205HG,chr1,209428820,209432838,+,4019
ENSG00000159588.13,CCDC17,chr1,45620044,45624057,-,4014
ENSG00000179178.9,TMEM125,chr1,43269994,43274002,+,4009
ENSG00000169962.4,TAS1R3,chr1,1331314,1335306,+,3993
ENSG00000189433.5,GJB4,chr1,34759741,34763724,+,3984
ENSG00000117407.15,ARTN,chr1,43933320,43937241,+,3922
ENSG00000143436.9,MRPL9,chr1,151759643,151763564,-,3922
ENSG00000181656.6,GPR88,chr1,100538137,100542018,+,3882
ENSG00000162891.9,IL20,chr1,206865354,206869223,+,3870
ENSG00000158488.14,CD1E,chr1,158353696,158357553,+,3858
ENSG00000236334.2,PPIAL4G,chr1,148479824,148483679,-,3856
ENSG00000158481.11,CD1C,chr1,158289786,158293630,+,3845
ENSG00000162545.5,CAMK2N1,chr1,20482391,20486220,-,3830
ENSG00000243749.1,ZMYM6NB,chr1,34981535,34985353,-,3819
ENSG00000117410.12,ATP6V0B,chr1,43974487,43978295,+,3809
ENSG00000116586.10,LAMTOR2,chr1,156054752,156058510,+,3759
ENSG00000253313.4,C1orf210,chr1,43281883,43285617,-,3735
ENSG00000196242.7,OR2C3,chr1,247530132,247533839,-,3708
ENSG00000171722.10,C1orf111,chr1,162373203,162376870,-,3668
ENSG00000134222.15,PSRC1,chr1,109279556,109283186,-,3631
ENSG00000198892.6,SHISA4,chr1,201888680,201892306,+,3627
ENSG00000188784.4,PLA2G2E,chr1,19920009,19923617,-,3609
ENSG00000197245.4,FAM110D,chr1,26159020,26162628,+,3609
ENSG00000197769.5,MAP1LC3C,chr1,241995490,241999073,-,3584
ENSG00000158485.9,CD1B,chr1,158327951,158331531,-,3581
ENSG00000177606.6,JUN,chr1,58780788,58784327,-,3540
ENSG00000142937.10,RPS8,chr1,44775251,44778779,+,3529
ENSG00000198830.9,HMGN2,chr1,26472450,26475972,+,3523
ENSG00000172410.4,INSL5,chr1,66797741,66801256,-,3516
ENSG00000169241.16,SLC50A1,chr1,155135344,155138857,+,3514
ENSG00000189280.3,GJB5,chr1,34755047,34758512,+,3466
ENSG00000279804.1,PRAMEF18,chr1,13222695,13226133,-,3439
ENSG00000185155.10,MIXL1,chr1,226223618,226227054,+,3437
ENSG00000126088.11,UROD,chr1,45012147,45015575,+,3429
ENSG00000143543.13,JTB,chr1,153974269,153977688,-,3420
ENSG00000132768.12,DPH2,chr1,43970000,43973369,+,3370
ENSG00000143575.13,HAX1,chr1,154272511,154275875,+,3365
ENSG00000235098.7,ANKRD65,chr1,1418420,1421769,-,3350
ENSG00000237330.2,RNF223,chr1,1070966,1074307,-,3342
ENSG00000163207.6,IVL,chr1,152908545,152911886,+,3342
ENSG00000186364.10,NUDT17,chr1,145845629,145848953,+,3325
ENSG00000116717.10,GADD45A,chr1,67685061,67688338,+,3278
ENSG00000116741.7,RGS2,chr1,192809039,192812283,+,3245
ENSG00000188060.6,RAB42,chr1,28592200,28595443,+,3244
ENSG00000143185.3,XCL2,chr1,168540765,168543997,-,3233
ENSG00000142871.14,CYR61,chr1,85580761,85583962,+,3202
ENSG00000186891.12,TNFRSF18,chr1,1203508,1206691,-,3184
ENSG00000143553.9,SNAPIN,chr1,153658654,153661830,+,3177
ENSG00000163220.10,S100A9,chr1,153357854,153361027,+,3174
ENSG00000181773.6,GPR3,chr1,27392644,27395814,+,3171
ENSG00000163154.5,TNFAIP8L2,chr1,151156629,151159749,+,3121
ENSG00000169972.10,PUSL1,chr1,1308567,1311677,+,3111
ENSG00000173372.15,C1QA,chr1,22636506,22639608,+,3103
ENSG00000116726.4,PRAMEF12,chr1,12774841,12777906,+,3066
ENSG00000160051.10,IQCC,chr1,32205661,32208687,+,3027
ENSG00000204479.4,PRAMEF17,chr1,13389632,13392629,+,2998
ENSG00000178922.15,HYI,chr1,43451003,43453989,-,2987
ENSG00000185668.6,POU3F1,chr1,38043827,38046794,-,2968
ENSG00000134249.6,ADAM30,chr1,119893533,119896495,-,2963
ENSG00000143556.7,S100A7,chr1,153457744,153460701,-,2958
ENSG00000122180.4,MYOG,chr1,203083132,203086036,-,2905
ENSG00000197364.6,S100A7L2,chr1,153437058,153439949,-,2892
ENSG00000116774.10,OLFML3,chr1,113979391,113982254,+,2864
ENSG00000143632.13,ACTA1,chr1,229431245,229434098,-,2854
ENSG00000179546.4,HTR1D,chr1,23191895,23194729,-,2835
ENSG00000186827.9,TNFRSF4,chr1,1211326,1214138,-,2813
ENSG00000176022.4,B3GALT6,chr1,1232265,1235041,+,2777
ENSG00000162723.8,SLAMF9,chr1,159951492,159954254,-,2763
ENSG00000187513.8,GJA4,chr1,34792998,34795747,+,2750
ENSG00000225556.1,C2CD4D,chr1,151837819,151840557,-,2739
ENSG00000189334.7,S100A14,chr1,153614255,153616986,-,2732
ENSG00000175206.9,NPPA,chr1,11845709,11848345,-,2637
ENSG00000162910.17,MRPL55,chr1,228106679,228109312,-,2634
ENSG00000198890.7,PRMT6,chr1,107056679,107059294,+,2616
ENSG00000183114.7,FAM43B,chr1,20552439,20555010,+,2572
ENSG00000177272.8,KCNA3,chr1,110672465,110675033,-,2569
ENSG00000169442.7,CD52,chr1,26317957,26320523,+,2567
ENSG00000175130.6,MARCKSL1,chr1,32333832,32336379,-,2548
ENSG00000163382.10,APOA1BP,chr1,156591762,156594299,+,2538
ENSG00000203730.2,TEDDM1,chr1,182398117,182400616,-,2500
ENSG00000203786.6,KPRP,chr1,152759561,152762052,+,2492
ENSG00000131910.4,NR0B2,chr1,26911489,26913966,-,2478
ENSG00000197982.13,C1orf122,chr1,37806979,37809454,+,2476
ENSG00000169885.8,CALML6,chr1,1914827,1917296,+,2470
ENSG00000171806.10,METTL18,chr1,169792529,169794966,-,2438
ENSG00000203782.5,LOR,chr1,153259700,153262122,+,2423
ENSG00000159377.9,PSMB4,chr1,151399534,151401944,+,2411
ENSG00000044012.3,GUCA2B,chr1,42153421,42155824,+,2404
ENSG00000173110.7,HSPA6,chr1,161524540,161526910,+,2371
ENSG00000196890.4,HIST3H2BB,chr1,228458107,228460470,+,2364
ENSG00000184292.6,TACSTD2,chr1,58575423,58577773,-,2351
ENSG00000142669.12,SH3BGRL3,chr1,26279176,26281522,+,2347
ENSG00000162771.7,FAM71A,chr1,212624474,212626778,+,2305
ENSG00000132693.11,CRP,chr1,159712289,159714589,-,2301
ENSG00000221953.5,C1orf229,chr1,247110160,247112417,-,2258
ENSG00000186226.8,LCE1E,chr1,152786214,152788426,+,2213
ENSG00000163216.6,SPRR2D,chr1,153039725,153041931,-,2207
ENSG00000142684.7,ZNF593,chr1,26169871,26172060,+,2190
ENSG00000241563.3,CORT,chr1,10449719,10451902,+,2184
ENSG00000233954.6,UQCRHL,chr1,15807169,15809348,-,2180
ENSG00000163209.13,SPRR3,chr1,153001747,153003856,+,2110
ENSG00000187140.5,FOXD3,chr1,63323041,63325126,+,2086
ENSG00000188015.8,S100A3,chr1,153547329,153549372,-,2044
ENSG00000197273.3,GUCA2A,chr1,42162691,42164718,-,2028
ENSG00000162755.12,KLHDC9,chr1,161098361,161100346,+,1986
ENSG00000186790.5,FOXE3,chr1,47416072,47418052,+,1981
ENSG00000163221.8,S100A12,chr1,153373706,153375649,-,1944
ENSG00000184148.3,SPRR4,chr1,152970666,152972574,+,1909
ENSG00000117318.8,ID3,chr1,23557918,23559794,-,1877
ENSG00000215695.1,RSC1A1,chr1,15659869,15661722,+,1854
ENSG00000198754.5,OXCT2,chr1,39769523,39771348,-,1826
ENSG00000197084.5,LCE1C,chr1,152804835,152806628,-,1794
ENSG00000175756.12,AURKAIP1,chr1,1373730,1375495,-,1766
ENSG00000203783.4,PRR9,chr1,153217584,153219317,+,1734
ENSG00000198841.3,KTI12,chr1,52032103,52033816,-,1714
ENSG00000169469.8,SPRR1B,chr1,153031202,153032900,+,1699
ENSG00000178821.11,TMEM52,chr1,1917590,1919273,-,1684
ENSG00000203784.2,LELP1,chr1,153203443,153205120,+,1678
ENSG00000205116.3,TMEM88B,chr1,1426128,1427787,+,1660
ENSG00000203811.1,HIST2H3C,chr1,149839538,149841193,-,1656
ENSG00000197956.8,S100A6,chr1,153534599,153536244,-,1646
ENSG00000186603.5,HPDL,chr1,45326905,45328533,+,1629
ENSG00000183615.5,FAM167B,chr1,32247233,32248856,+,1624
ENSG00000158716.7,DUSP23,chr1,159780932,159782543,+,1612
ENSG00000143105.6,KCNA10,chr1,110517251,110518838,-,1588
ENSG00000169509.5,CRCT1,chr1,152514502,152516010,+,1509
ENSG00000197921.5,HES5,chr1,2528745,2530245,-,1501
ENSG00000186150.4,UBL4B,chr1,110112468,110113945,+,1478
ENSG00000120937.8,NPPB,chr1,11857464,11858931,-,1468
ENSG00000172155.9,LCE1D,chr1,152796751,152798181,+,1431
ENSG00000241794.1,SPRR2A,chr1,153056113,153057537,-,1425
ENSG00000169717.6,ACTRT2,chr1,3021483,3022903,+,1421
ENSG00000244094.1,SPRR2F,chr1,153112114,153113515,-,1402
ENSG00000177954.10,RPS27,chr1,153990759,153992150,+,1392
ENSG00000173673.7,HES3,chr1,6244192,6245578,+,1387
ENSG00000242252.1,BGLAP,chr1,156241962,156243321,+,1360
ENSG00000215845.9,TSTD1,chr1,161037631,161038990,-,1360
ENSG00000158874.10,APOA2,chr1,161222292,161223631,-,1340
ENSG00000186207.4,LCE5A,chr1,152510844,152512177,+,1334
ENSG00000187170.4,LCE4A,chr1,152708160,152709491,+,1332
ENSG00000174529.7,TMEM81,chr1,205083129,205084460,-,1332
ENSG00000175793.11,SFN,chr1,26863138,26864457,+,1320
ENSG00000179862.6,CITED4,chr1,40861051,40862366,-,1316
ENSG00000121634.5,GJA8,chr1,147907956,147909257,+,1302
ENSG00000159516.8,SPRR2G,chr1,153149582,153150869,-,1288
ENSG00000187180.3,LCE2C,chr1,152675295,152676574,+,1280
ENSG00000159455.8,LCE2B,chr1,152686123,152687401,+,1279
ENSG00000187223.3,LCE2D,chr1,152663396,152664659,+,1264
ENSG00000178828.6,RNF186,chr1,19814029,19815278,-,1250
ENSG00000173080.5,RXFP4,chr1,155941710,155942949,+,1240
ENSG00000188290.9,HES4,chr1,998962,1000172,-,1211
ENSG00000180433.4,OR6K6,chr1,158754720,158755891,+,1172
ENSG00000143546.8,S100A8,chr1,153390032,153391188,-,1157
ENSG00000163202.4,LCE3D,chr1,152579381,152580504,-,1124
ENSG00000185966.3,LCE3E,chr1,152565654,152566772,-,1119
ENSG00000235942.2,LCE6A,chr1,152842868,152843983,+,1116
ENSG00000175143.3,OR2T1,chr1,248405995,248407104,+,1110
ENSG00000187080.7,OR2AK2,chr1,247965233,247966339,+,1107
ENSG00000196184.8,OR10J1,chr1,159439722,159440811,+,1090
ENSG00000203737.3,GPR52,chr1,174448111,174449198,+,1088
ENSG00000170128.3,GPR25,chr1,200873038,200874123,+,1086
ENSG00000203664.6,OR2W5,chr1,247491068,247492147,+,1080
ENSG00000187173.3,LCE2A,chr1,152698364,152699442,+,1079
ENSG00000197617.6,VN1R5,chr1,247256072,247257143,+,1072
ENSG00000279301.1,OR2T11,chr1,248626119,248627190,-,1072
ENSG00000196944.3,OR2T4,chr1,248361581,248362627,+,1047
ENSG00000198601.2,OR2M2,chr1,248179986,248181029,+,1044
ENSG00000132703.3,APCS,chr1,159587825,159588865,+,1041
ENSG00000198965.3,OR10R2,chr1,158479878,158480885,+,1008
ENSG00000203757.1,OR6K3,chr1,158717168,158718163,-,996
ENSG00000196266.4,OR10J3,chr1,159313670,159314659,-,990
ENSG00000186400.3,OR10X1,chr1,158578919,158579899,-,981
ENSG00000197532.1,OR6Y1,chr1,158547128,158548105,-,978
ENSG00000196171.3,OR6K2,chr1,158699678,158700652,-,975
ENSG00000196240.3,OR2T2,chr1,248452798,248453772,+,975
ENSG00000177151.3,OR2T35,chr1,248638287,248639258,-,972
ENSG00000123689.5,G0S2,chr1,209675420,209676388,+,969
ENSG00000197591.3,OR11L1,chr1,247840928,247841896,-,969
ENSG00000177212.3,OR2T33,chr1,248272852,248273814,-,963
ENSG00000177201.1,OR2T12,chr1,248294616,248295578,-,963
ENSG00000196539.3,OR2T3,chr1,248473351,248474307,+,957
ENSG00000183310.3,OR2T34,chr1,248573801,248574757,-,957
ENSG00000186440.1,OR6P1,chr1,158562651,158563604,-,954
ENSG00000188340.1,OR6N2,chr1,158776682,158777635,-,954
ENSG00000177535.7,OR2B11,chr1,247451029,247451982,-,954
ENSG00000177489.1,OR2G2,chr1,247588360,247589313,+,954
ENSG00000187701.3,OR2T27,chr1,248649931,248650884,-,954
ENSG00000188558.5,OR2G6,chr1,248521647,248522597,+,951
ENSG00000198854.5,C1orf68,chr1,152719522,152720470,+,949
ENSG00000203661.3,OR2T5,chr1,248488589,248489536,+,948
ENSG00000182783.4,OR2T29,chr1,248558544,248559491,-,948
ENSG00000186306.1,OR10T2,chr1,158398522,158399466,-,945
ENSG00000221888.3,OR1C1,chr1,247757462,247758406,-,945
ENSG00000238243.3,OR2W3,chr1,247895587,247896531,+,945
ENSG00000173285.3,OR10K1,chr1,158465562,158466503,+,942
ENSG00000198967.3,OR10Z1,chr1,158606439,158607380,+,942
ENSG00000273547.1,OR4F16,chr1,685716,686654,-,939
ENSG00000180708.4,OR10K2,chr1,158419928,158420866,-,939
ENSG00000197403.3,OR6N1,chr1,158765744,158766682,-,939
ENSG00000177462.6,OR2T8,chr1,247921018,247921956,+,939
ENSG00000196936.3,OR2L8,chr1,247948858,247949796,+,939
ENSG00000203663.3,OR2L2,chr1,248038268,248039206,+,939
ENSG00000198128.3,OR2L3,chr1,248060682,248061620,+,939
ENSG00000162727.3,OR2M5,chr1,248145148,248146086,+,939
ENSG00000228198.2,OR2M3,chr1,248203068,248204006,+,939
ENSG00000177186.3,OR2M7,chr1,248323630,248324568,-,939
ENSG00000177174.1,OR14C36,chr1,248348775,248349713,+,939
ENSG00000184022.3,OR2T10,chr1,248592830,248593768,-,939
ENSG00000171180.1,OR2M4,chr1,248238929,248239864,+,936
ENSG00000189181.4,OR14I1,chr1,248681369,248682304,-,936
ENSG00000184155.8,OR10J5,chr1,159535078,159536007,-,930
ENSG00000177476.3,OR2G3,chr1,247605586,247606515,+,930
ENSG00000196772.3,OR14A16,chr1,247814800,247815729,-,930
ENSG00000169214.3,OR6F1,chr1,247711829,247712755,-,927
ENSG00000198104.2,OR2T6,chr1,248387609,248388535,+,927
ENSG00000197437.3,OR13G1,chr1,247672118,247673041,-,924
ENSG00000186092.4,OR4F5,chr1,69091,70008,+,918
ENSG00000181218.5,HIST3H2A,chr1,228456979,228457873,-,895
ENSG00000262180.1,OCLM,chr1,186400572,186401455,+,884
ENSG00000188396.3,TCTEX1D4,chr1,44805913,44806675,-,763
ENSG00000163352.5,LENEP,chr1,154993586,154994315,+,730
ENSG00000179085.7,DPM3,chr1,155139891,155140595,-,705
ENSG00000189030.9,VHLL,chr1,156298624,156299299,-,676
ENSG00000263353.3,PPIAL4B,chr1,120889746,120890405,+,660
ENSG00000279782.1,PPIAL4F,chr1,144592868,144593527,+,660
ENSG00000213029.3,SPHAR,chr1,229304857,229305504,+,648
ENSG00000196805.7,SPRR2B,chr1,153070224,153070840,-,617
ENSG00000168148.3,HIST3H3,chr1,228424845,228425325,-,481
ENSG00000186844.5,LCE1A,chr1,152827473,152827894,+,422
ENSG00000183598.3,HIST2H3D,chr1,149813271,149813681,-,411
ENSG00000184270.4,HIST2H2AB,chr1,149887524,149887916,-,393
ENSG00000184260.5,HIST2H2AC,chr1,149886975,149887364,+,390
ENSG00000240386.3,LCE1F,chr1,152776372,152776728,+,357
ENSG00000187238.5,LCE3B,chr1,152613811,152614098,+,288
ENSG00000185962.1,LCE3A,chr1,152622834,152623103,-,270
ENSG00000169474.4,SPRR1A,chr1,152985231,152985500,+,270
ENSG00000150275.16,PCDH15,chr10,53802771,55627942,-,1825172
ENSG00000183230.15,CTNNA3,chr10,65912518,67696169,-,1783652
ENSG00000185532.13,PRKG1,chr10,50991358,52298350,+,1306993
ENSG00000148655.13,C10orf11,chr10,75431453,76560167,+,1128715
ENSG00000185737.11,NRG3,chr10,81875314,82987179,+,1111866
ENSG00000107518.15,ATRNL1,chr10,115093365,115948992,+,855628
ENSG00000120549.14,KIAA1217,chr10,23694746,24547848,+,853103
ENSG00000151474.18,FRMD4A,chr10,13643706,14462142,-,818437
ENSG00000172987.11,HPSE2,chr10,98457077,99235862,-,778786
ENSG00000156113.19,KCNMA1,chr10,76869601,77638595,-,768995
ENSG00000182771.16,GRID1,chr10,85599555,86366493,-,766939
ENSG00000151150.19,ANK3,chr10,60026298,60733490,-,707193
ENSG00000148498.14,PARD3,chr10,34109560,34815325,-,705766
ENSG00000156395.11,SORCS3,chr10,104641101,105265235,+,624135
ENSG00000108018.14,SORCS1,chr10,106573663,107164534,-,590872
ENSG00000185736.14,ADARB2,chr10,1177318,1737476,-,560159
ENSG00000156110.12,ADK,chr10,74151185,74709303,+,558119
ENSG00000150760.11,DOCK1,chr10,126905409,127452517,+,547109
ENSG00000183049.11,CAMK1D,chr10,12349482,12835545,+,486064
ENSG00000120594.15,PLXDC2,chr10,19816239,20289856,+,473618
ENSG00000151025.9,GPR158,chr10,25175062,25602226,+,427165
ENSG00000107736.18,CDH23,chr10,71396934,71815947,+,419014
ENSG00000151240.14,DIP2C,chr10,274190,689743,-,415554
ENSG00000165995.17,CACNB2,chr10,18140677,18541869,+,401193
ENSG00000078114.17,NEBL,chr10,20779973,21174187,-,394215
ENSG00000148848.13,ADAM12,chr10,126012381,126388455,-,376075
ENSG00000151532.12,VTI1A,chr10,112446998,112818744,+,371747
ENSG00000138193.13,PLCE1,chr10,93993989,94332823,+,338835
ENSG00000048740.16,CELF2,chr10,11005296,11336675,+,331380
ENSG00000108100.16,CCNY,chr10,35247025,35572669,+,325645
ENSG00000198964.12,SGMS1,chr10,50305586,50625163,-,319578
ENSG00000122870.10,BICC1,chr10,58513140,58831437,+,318298
ENSG00000150076.21,CCDC7,chr10,32567723,32882874,+,315152
ENSG00000184719.10,RNLS,chr10,88273864,88584530,-,310667
ENSG00000107611.13,CUBN,chr10,16823964,17129831,-,305868
ENSG00000170430.9,MGMT,chr10,129467184,129768007,+,300824
ENSG00000171988.16,JMJD1C,chr10,63167221,63465881,-,298661
ENSG00000128815.16,WDFY4,chr10,48684876,48982956,+,298081
ENSG00000138311.14,ZNF365,chr10,62374192,62672011,+,297820
ENSG00000150054.17,MPP7,chr10,28050993,28334486,-,283494
ENSG00000197321.13,SVIL,chr10,29457338,29736781,-,279444
ENSG00000095777.13,MYO3A,chr10,25934267,26212527,+,278261
ENSG00000138162.16,TACC2,chr10,121989174,122254545,+,265372
